"Spp","Long","Lat"
"Caiman yacare",-56.726654,-16.599809
"Caiman yacare",-57.202638,-28.532018
"Caiman yacare",-57.202981,-28.527305
"Caiman yacare",-57.203325,-28.530623
"Caiman yacare",-58.57589,-26.979103
"Caiman yacare",-57.079512,-19.440669
"Caiman yacare",-57.749746,-27.749162
"Caiman yacare",-56.711063,-16.514752
"Caiman yacare",-56.711705,-16.511738
"Caiman yacare",-56.788567,-16.593007
"Caiman yacare",-56.759149,-27.725707
"Caiman yacare",-57.069032,-16.989511
"Caiman yacare",-56.605084,-20.0945
"Caiman yacare",-57.243951,-28.306508
"Caiman yacare",-57.186456,-28.537896
"Caiman yacare",-56.642732,-16.342257
"Caiman yacare",-57.201951,-28.538616
"Caiman yacare",-57.031443,-28.37752
"Caiman yacare",-56.998731,-28.350611
"Caiman yacare",-56.437619,-21.165143
"Caiman yacare",-57.995728,-25.813383
"Caiman yacare",-56.636435,-28.09998
"Caiman yacare",-56.661821,-16.404605
"Caiman yacare",-56.635419,-20.109131
"Caiman yacare",-56.734543,-17.311698
"Caiman yacare",-56.774853,-17.36461
"Caiman yacare",-56.675722,-20.390807
"Caiman yacare",-57.527061,-28.152426
"Caiman yacare",-56.669863,-16.406855
"Caiman yacare",-57.186494,-27.711402
"Caiman yacare",-56.62133,-18.987933
"Caiman yacare",-57.013542,-19.582308
"Caiman yacare",-57.184281,-28.530422
"Caiman yacare",-59.260007,-28.506036
"Caiman yacare",-56.604113,-20.093407
"Caiman yacare",-56.671112,-16.425764
"Caiman yacare",-58.864387,-27.639935
"Caiman yacare",-56.670393,-16.408238
"Caiman yacare",-66.100094,-13.761105
"Caiman yacare",-66.101285,-13.76048
"Caiman yacare",-56.957305,-19.493796
"Caiman yacare",-58.933411,-27.4823
"Caiman yacare",-57.203863,-28.513978
"Caiman yacare",-57.038187,-19.562139
"Caiman yacare",-57.333333,-28.416667
"Caiman yacare",-57.32945,-28.42914
"Caiman yacare",-57.178764,-28.53992
"Caiman yacare",-56.668966,-16.428094
"Caiman yacare",-55.787847,-19.25935
"Caiman yacare",-56.667061,-17.214287
"Caiman yacare",-56.673948,-16.507611
"Caiman yacare",-58.174994,-26.217687
"Caiman yacare",-57.183998,-28.589454
"Caiman yacare",-56.818979,-17.030081
"Caiman yacare",-56.742561,-16.499684
"Caiman yacare",-58.514038,-23.43145
"Caiman yacare",-56.830259,-16.749106
"Caiman yacare",-56.60692,-16.413988
"Caiman yacare",-57.716288,-28.25138
"Caiman yacare",-56.638629,-16.257514
"Caiman yacare",-59.006497,-26.705669
"Caiman yacare",-57.205466,-28.53682
"Caiman yacare",-58.130693,-25.170603
"Caiman yacare",-57.172154,-28.554933
"Caiman yacare",-57.132481,-28.509062
"Caiman yacare",-58.632488,-27.303191
"Caiman yacare",-56.871794,-27.848473
"Caiman yacare",-56.620042,-16.37652
"Caiman yacare",-56.614125,-16.380732
"Caiman yacare",-56.670034,-16.426134
"Caiman yacare",-56.749531,-16.511907
"Caiman yacare",-57.203702,-28.536863
"Caiman yacare",-65.04521,-12.820989
"Caiman yacare",-57.186564,-28.572967
"Caiman yacare",-56.958964,-19.49149
"Caiman yacare",-58.025172,-28.014216
"Caiman yacare",-59.618393,-26.79322
"Caiman yacare",-57.20506,-28.536602
"Caiman yacare",-63.06957,-17.766486
"Caiman yacare",-57.203748,-28.512746
"Caiman yacare",-57.177946,-28.533022
"Caiman yacare",-57.149197,-27.736275
"Caiman yacare",-55.216667,-19.75
"Caiman yacare",-56.620833,-16.378611
"Caiman yacare",-56.62038,-16.377092
"Caiman yacare",-56.837846,-16.733619
"Caiman yacare",-56.626599,-16.266471
"Caiman yacare",-56.71195,-20.096775
"Caiman yacare",-56.624766,-20.075108
"Caiman yacare",-55.968919,-20.094183
"Caiman yacare",-56.37737,-16.516066
"Caiman yacare",-57.175147,-28.533612
"Caiman yacare",-56.592468,-21.06241
"Caiman yacare",-56.745334,-16.503078
"Caiman yacare",-56.253643,-19.927973
"Caiman yacare",-57.186383,-28.538142
"Caiman yacare",-66.0999,-11.029513
"Caiman yacare",-57.19553,-28.54507
"Caiman yacare",-57.195412,-28.545751
"Caiman yacare",-57.195346,-28.545909
"Caiman yacare",-57.195715,-28.545624
"Caiman yacare",-56.749057,-16.516733
"Caiman yacare",-56.670135,-16.424026
"Caiman yacare",-56.685814,-17.275534
"Caiman yacare",-56.749157,-16.512047
"Caiman yacare",-56.749305,-16.511792
"Caiman yacare",-56.604771,-16.405695
"Caiman yacare",-56.749161,-16.512045
"Caiman yacare",-56.644139,-17.224245
"Caiman yacare",-56.624542,-16.37665
"Caiman yacare",-56.886263,-16.953695
"Caiman yacare",-56.748661,-16.519529
